timestamp,unit_id,gps_lat,gps_lng,message_text,priority,message_type
2024-02-27T00:05:01Z,Charlie-5,53.003831,-1.296283,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:05:01Z,Alpha-1,52.854465,-1.284119,"CASEVAC urgent! Two T1 casualties, GSW to chest and abdomen.",CRITICAL,MEDICAL
2024-02-27T00:05:02Z,Charlie-3,52.973767,-1.235479,Routine patrol complete. Sector clear. RTB.,LOW,ROUTINE
2024-02-27T00:05:05Z,Bravo-1,52.997227,-1.15267,Suspicious vehicle approaching checkpoint. Weapons visible.,HIGH,CONTACT
2024-02-27T00:05:06Z,Charlie-2,52.948207,-1.172166,"Requesting emergency resupply: ammo, water, batteries.",HIGH,LOGISTICS
2024-02-27T00:05:20Z,Eagle-4,52.927823,-1.24688,Radio check. Lima Charlie. Over.,LOW,MEDICAL
2024-02-27T00:05:25Z,Falcon-4,53.039317,-1.134704,Taking fire from multiple positions! Request immediate CAS!,CRITICAL,CONTACT
2024-02-27T00:05:27Z,Charlie-6,52.936685,-1.141668,All clear. No activity to report.,LOW,INTEL
2024-02-27T00:05:29Z,Bravo-5,52.94447,-1.240846,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:05:32Z,Alpha-4,52.937223,-1.153574,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:05:33Z,Bravo-4,52.920743,-1.14677,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:05:34Z,Eagle-1,52.866171,-1.228717,One T2 casualty — shrapnel wound to left leg. Stable but needs evac.,HIGH,MEDICAL
2024-02-27T00:05:37Z,Bravo-5,52.918004,-1.178801,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:05:39Z,Bravo-4,52.97835,-1.216656,Requesting QRF standby. Situation developing in Sector 7.,HIGH,ROUTINE
2024-02-27T00:05:41Z,Eagle-4,52.915248,-1.28031,Requesting orders. New intel suggests target has relocated.,HIGH,INTEL
2024-02-27T00:05:49Z,Eagle-3,52.880054,-1.271702,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:05:53Z,Eagle-3,52.933727,-1.114912,Intercepted radio traffic suggests enemy repositioning to the east.,HIGH,INTEL
2024-02-27T00:05:53Z,Eagle-2,52.85496,-1.291295,صيانة مطلوبة للمركبة الثانية,MEDIUM,LOGISTICS
2024-02-27T00:05:56Z,Falcon-1,52.968648,-1.153094,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:05:56Z,Falcon-5,52.95602,-1.170231,Position check: holding at grid 6508 1551.,MEDIUM,ROUTINE
2024-02-27T00:06:00Z,Eagle-6,52.892286,-1.281107,HUMINT source reports weapons cache at grid 4180 8998.,HIGH,INTEL
2024-02-27T00:06:02Z,Bravo-1,52.913949,-1.223486,Resupply needed: MREs for 30 personnel.,MEDIUM,LOGISTICS
2024-02-27T00:06:03Z,Charlie-4,52.878883,-1.124686,Intercepted radio traffic suggests enemy repositioning to the east.,HIGH,INTEL
2024-02-27T00:06:05Z,Eagle-2,52.949848,-1.178736,Suspicious movement in Sector 4. Possible staging area.,HIGH,INTEL
2024-02-27T00:06:06Z,Charlie-2,53.008922,-1.231099,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:06:07Z,Charlie-3,52.87941,-1.1262,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:06:11Z,Bravo-3,52.987886,-1.261188,"Enemy spotted, 800m south-west.  squad-sized element.",HIGH,CONTACT
2024-02-27T00:06:11Z,Falcon-5,52.894756,-1.168443,Suspicious movement in Sector 4. Possible staging area.,HIGH,INTEL
2024-02-27T00:06:13Z,Alpha-5,52.934112,-1.160138,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:06:13Z,Charlie-6,52.970668,-1.225944,Requesting orders. New intel suggests target has relocated.,HIGH,INTEL
2024-02-27T00:06:15Z,Eagle-4,52.916236,-1.131046,HUMINT source reports weapons cache at grid 6757 9706.,HIGH,INTEL
2024-02-27T00:06:23Z,Alpha-1,52.952894,-1.172812,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:06:23Z,Eagle-3,52.937896,-1.256512,Vehicle maintenance required. Engine overheating.,MEDIUM,LOGISTICS
2024-02-27T00:06:30Z,Alpha-6,52.980401,-1.151491,One T2 casualty — shrapnel wound to left leg. Stable but needs evac.,HIGH,MEDICAL
2024-02-27T00:06:33Z,Bravo-3,52.962887,-1.185586,"Ambush! Contact north-east, at least 12 hostiles with RPGs!",CRITICAL,CONTACT
2024-02-27T00:06:35Z,Charlie-1,52.980169,-1.247865,Movement detected in treeline. Probable enemy OP.,HIGH,CONTACT
2024-02-27T00:06:36Z,Bravo-5,53.012419,-1.22364,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:06:50Z,Eagle-3,52.853123,-1.196925,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:06:50Z,Eagle-4,52.858121,-1.160143,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:06:56Z,Bravo-4,52.898288,-1.175419,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:07:03Z,Falcon-3,52.971319,-1.235695,صيانة مطلوبة للمركبة الثانية,MEDIUM,LOGISTICS
2024-02-27T00:07:09Z,Alpha-1,53.033951,-1.291255,Vehicle maintenance required. Engine overheating.,MEDIUM,LOGISTICS
2024-02-27T00:07:10Z,Eagle-3,52.942966,-1.145706,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:07:12Z,Charlie-2,52.972666,-1.299123,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:07:13Z,Eagle-1,52.861108,-1.271838,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:07:14Z,Charlie-1,52.958758,-1.256146,Suspicious movement in Sector 4. Possible staging area.,HIGH,INTEL
2024-02-27T00:07:15Z,Bravo-5,52.870826,-1.251361,Routine patrol complete. Sector clear. RTB.,LOW,CONTACT
2024-02-27T00:07:18Z,Falcon-4,52.916136,-1.282256,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:07:29Z,Charlie-3,52.982583,-1.108625,Vehicle maintenance required. Engine overheating.,MEDIUM,LOGISTICS
2024-02-27T00:07:33Z,Charlie-5,52.861571,-1.188574,Route Bravo compromised. Rerouting logistics convoy via Route Delta.,HIGH,LOGISTICS
2024-02-27T00:07:33Z,Alpha-4,52.872716,-1.250147,Shift rotation complete.,MEDIUM,ROUTINE
2024-02-27T00:07:34Z,Eagle-4,52.879634,-1.240239,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:07:36Z,Bravo-2,52.892937,-1.261115,Routine patrol complete. Sector clear. RTB.,LOW,INTEL
2024-02-27T00:07:58Z,Alpha-5,52.875375,-1.167695,Position check: holding at grid 1646 7444.,MEDIUM,ROUTINE
2024-02-27T00:07:59Z,Bravo-1,52.869935,-1.177623,Routine patrol complete. Sector clear. RTB.,LOW,ROUTINE
2024-02-27T00:08:00Z,Alpha-1,53.020384,-1.106591,Resupply needed: MREs for 30 personnel.,MEDIUM,LOGISTICS
2024-02-27T00:08:01Z,Eagle-4,52.993231,-1.261865,"CASEVAC urgent! Two T1 casualties, GSW to chest and abdomen.",CRITICAL,MEDICAL
2024-02-27T00:08:07Z,Charlie-3,52.854838,-1.159592,"CASEVAC urgent! Two T1 casualties, GSW to chest and abdomen.",CRITICAL,MEDICAL
2024-02-27T00:08:11Z,Eagle-4,52.958362,-1.111775,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:08:28Z,Alpha-3,53.004241,-1.175875,Requesting medical resupply: bandages and morphine,MEDIUM,MEDICAL
2024-02-27T00:08:33Z,Eagle-5,52.92386,-1.279435,Requesting medical resupply: bandages and morphine,MEDIUM,MEDICAL
2024-02-27T00:08:37Z,Alpha-5,52.906102,-1.112493,Resupply needed: MREs for 30 personnel.,MEDIUM,LOGISTICS
2024-02-27T00:08:38Z,Bravo-5,52.998497,-1.113958,HVT positively identified at grid 3213 4418. Awaiting strike authority.,CRITICAL,INTEL
2024-02-27T00:08:42Z,Eagle-4,52.968681,-1.25756,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:08:42Z,Bravo-4,53.000993,-1.154251,Request water resupply at grid 5811 3320.,MEDIUM,LOGISTICS
2024-02-27T00:08:45Z,Bravo-3,52.862906,-1.175926,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:08:59Z,Charlie-5,53.011746,-1.250726,Multiple casualties from mortar strike. Medical supplies exhausted.,CRITICAL,MEDICAL
2024-02-27T00:08:59Z,Charlie-5,52.899945,-1.150195,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:09:07Z,Alpha-3,52.878509,-1.214291,"CASEVAC urgent! Two T1 casualties, GSW to chest and abdomen.",CRITICAL,MEDICAL
2024-02-27T00:09:10Z,Alpha-3,52.991708,-1.237606,Mail delivery received.,LOW,INTEL
2024-02-27T00:09:13Z,Charlie-5,52.91297,-1.226248,"Ambush! Contact north-east, at least 12 hostiles with RPGs!",CRITICAL,CONTACT
2024-02-27T00:09:15Z,Alpha-1,52.936784,-1.202355,Routine patrol complete. Sector clear. RTB.,LOW,CONTACT
2024-02-27T00:09:21Z,Charlie-3,52.997338,-1.108366,Intercepted comms indicate imminent attack on FOB. All units alert!,CRITICAL,INTEL
2024-02-27T00:09:28Z,Eagle-1,52.896916,-1.190036,Routine patrol complete. Sector clear. RTB.,LOW,ROUTINE
2024-02-27T00:09:52Z,Bravo-2,52.915163,-1.254808,Troops in contact! Grid reference 6976 9837. Requesting QRF!,CRITICAL,CONTACT
2024-02-27T00:09:57Z,Eagle-1,52.944177,-1.117261,كمين! اشتباك من الجهة الشمالية!,CRITICAL,CONTACT
2024-02-27T00:09:57Z,Eagle-3,52.889388,-1.203257,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:10:03Z,Charlie-5,52.950044,-1.229814,"Mass casualty event! IED blast, 5 wounded, 2 critical. Need MEDEVAC!",CRITICAL,MEDICAL
2024-02-27T00:10:03Z,Alpha-4,52.916333,-1.261234,Routine patrol complete. Sector clear. RTB.,LOW,ROUTINE
2024-02-27T00:10:03Z,Eagle-5,52.863229,-1.112517,نحن تحت نيران كثيفة! نحتاج دعم فوري!,CRITICAL,INTEL
2024-02-27T00:10:07Z,Bravo-5,52.950465,-1.181019,Routine patrol complete. Sector clear. RTB.,LOW,INTEL
2024-02-27T00:10:09Z,Falcon-4,52.878639,-1.265663,Weather update- sandstorm expected.,MEDIUM,ROUTINE
2024-02-27T00:10:09Z,Eagle-1,52.993926,-1.279758,فحص الاتصالات. الإشارة واضحة,LOW,LOGISTICS
2024-02-27T00:10:12Z,Alpha-2,53.004228,-1.219379,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:10:16Z,Alpha-4,52.963676,-1.184298,Troops in contact! Grid reference 8114 2459. Requesting QRF!,CRITICAL,CONTACT
2024-02-27T00:10:22Z,Charlie-1,52.992957,-1.172224,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:10:30Z,Eagle-6,53.02092,-1.105304,Unidentified personnel observed crossing border at dawn.,HIGH,INTEL
2024-02-27T00:10:32Z,Alpha-5,53.02156,-1.145244,Mail delivery received.,LOW,LOGISTICS
2024-02-27T00:10:33Z,Eagle-6,53.010982,-1.263868,Request water resupply at grid 8934 2678.,MEDIUM,LOGISTICS
2024-02-27T00:10:39Z,Eagle-1,52.8624,-1.10035,نحتاج إلى إعادة تزويد بالوقود,MEDIUM,LOGISTICS
2024-02-27T00:10:43Z,Charlie-1,52.931824,-1.194632,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:10:44Z,Charlie-6,53.031834,-1.12301,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:10:52Z,Alpha-6,53.019714,-1.228157,Resupply needed: MREs for 30 personnel.,MEDIUM,LOGISTICS
2024-02-27T00:10:54Z,Falcon-1,53.001165,-1.194903,Pinned down by sniper fire. Cannot advance. Request suppressive fire.,CRITICAL,CONTACT
2024-02-27T00:10:54Z,Eagle-4,52.991097,-1.243577,فحص الاتصالات. الإشارة واضحة,LOW,ROUTINE
2024-02-27T00:10:58Z,Bravo-4,52.906327,-1.136989,Movement detected in treeline. Probable enemy OP.,HIGH,CONTACT
2024-02-27T00:11:01Z,Eagle-3,52.957167,-1.15097,Radio check. Lima Charlie. Over.,LOW,ROUTINE
2024-02-27T00:11:03Z,Bravo-1,52.875099,-1.138341,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:11:06Z,Alpha-3,52.922717,-1.164529,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:11:07Z,Charlie-3,52.905852,-1.299767,One T2 casualty — shrapnel wound to left leg. Stable but needs evac.,HIGH,MEDICAL
2024-02-27T00:11:07Z,Falcon-1,52.956697,-1.110796,"CASEVAC urgent! Two T1 casualties, GSW to chest and abdomen.",CRITICAL,MEDICAL
2024-02-27T00:11:09Z,Charlie-4,52.894645,-1.210092,Equipment inventory complete.,LOW,INTEL
2024-02-27T00:11:18Z,Falcon-6,52.944722,-1.200563,Vehicle maintenance required. Engine overheating.,MEDIUM,LOGISTICS
2024-02-27T00:11:19Z,Charlie-4,53.023297,-1.246355,One T2 casualty — shrapnel wound to left leg. Stable but needs evac.,HIGH,MEDICAL
2024-02-27T00:11:19Z,Charlie-1,52.938693,-1.100301,Vehicle maintenance required. Engine overheating.,MEDIUM,LOGISTICS
2024-02-27T00:11:23Z,Eagle-2,53.013297,-1.270442,دورية روتينية، المنطقة آمنة,LOW,LOGISTICS
2024-02-27T00:11:26Z,Alpha-6,52.963568,-1.214612,All clear. No activity to report.,LOW,MEDICAL
2024-02-27T00:11:26Z,Bravo-2,53.036125,-1.122872,Intercepted radio traffic suggests enemy repositioning to the east.,HIGH,INTEL
2024-02-27T00:11:31Z,Charlie-2,53.02261,-1.283498,All clear. No activity to report.,LOW,INTEL
2024-02-27T00:11:39Z,Charlie-6,52.854629,-1.268017,Suspicious vehicle approaching checkpoint. Weapons visible.,HIGH,CONTACT
2024-02-27T00:11:39Z,Charlie-6,53.020287,-1.263069,Multiple casualties from mortar strike. Medical supplies exhausted.,CRITICAL,MEDICAL
2024-02-27T00:11:40Z,Eagle-1,52.9436,-1.232743,Weather update- sandstorm expected.,MEDIUM,ROUTINE
2024-02-27T00:11:42Z,Bravo-6,53.016613,-1.298564,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:11:45Z,Charlie-1,52.976617,-1.115635,Resupply needed: MREs for 30 personnel.,MEDIUM,LOGISTICS
2024-02-27T00:11:46Z,Falcon-6,53.012253,-1.265066,نحتاج إلى إعادة تزويد بالوقود,MEDIUM,INTEL
2024-02-27T00:11:48Z,Eagle-1,52.996019,-1.105519,نحتاج إلى إعادة تزويد بالوقود,MEDIUM,INTEL
2024-02-27T00:11:50Z,Falcon-6,52.972007,-1.299933,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:11:51Z,Bravo-5,52.981393,-1.167069,Request water resupply at grid 5687 8290.,MEDIUM,LOGISTICS
2024-02-27T00:11:52Z,Eagle-4,52.962529,-1.282996,UAV feed shows vehicle tracks.,MEDIUM,INTEL
2024-02-27T00:11:54Z,Alpha-2,52.887121,-1.250465,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:11:56Z,Eagle-3,52.941119,-1.278715,Unidentified personnel observed crossing border at dawn.,HIGH,INTEL
2024-02-27T00:11:57Z,Falcon-6,52.851753,-1.227854,Requesting orders. New intel suggests target has relocated.,HIGH,INTEL
2024-02-27T00:12:00Z,Alpha-1,52.866043,-1.141074,All clear. No activity to report.,LOW,ROUTINE
2024-02-27T00:12:04Z,Falcon-1,52.95571,-1.247662,صيانة مطلوبة للمركبة الثانية,MEDIUM,CONTACT
2024-02-27T00:12:11Z,Falcon-5,53.008451,-1.234823,One T2 casualty — shrapnel wound to left leg. Stable but needs evac.,HIGH,MEDICAL
2024-02-27T00:12:24Z,Alpha-2,52.907775,-1.257818,Local nationals report unusual activity.,MEDIUM,INTEL
2024-02-27T00:12:26Z,Alpha-4,52.923896,-1.187105,Equipment inventory complete.,LOW,LOGISTICS
2024-02-27T00:12:27Z,Alpha-5,52.958915,-1.190676,Position check: holding at grid 9957 9864.,MEDIUM,ROUTINE
2024-02-27T00:12:33Z,Eagle-3,52.931474,-1.152628,Shift rotation complete.,MEDIUM,ROUTINE
2024-02-27T00:12:40Z,Alpha-3,52.986319,-1.118111,Mail delivery received.,LOW,LOGISTICS
